Geneid,Reference_1,Reference_2,Test_1,Test_2
b0508,0.516335065,0.717029661,1.631134981,1.163336737
b0509,1.872899299,0.89035448,1.570486007,1.926227132
b0511,0.298421628,0.228849074,0.50594558,0.45186389
b0512,2.149535809,1.407481058,2.126153211,2.156300447
b0513,1.670304837,1.546461731,1.902364554,2.043978114
b0514,2.30414699,2.23580152,2.269657475,2.479332915
b0515,4.840480342,4.759865377,5.105844041,4.826328896
b0516,3.271496911,3.500832551,3.609782312,3.531644674
b0517,1.28271027,0.777881748,0.133579864,0.860350248
b0518,0.486361158,0.378397229,0.938123594,0.657647998
b4572,1.760544633,1.757893052,1.874931353,1.827157224
b0520,0.691199818,1.78747358,2.168417575,1.804118757
b0521,1.085425605,1.083437002,1.497255832,1.813182164
b0522,8.057891563,8.252559209,8.25161005,8.200822944
b0523,8.299358191,8.139604938,8.701969816,8.676624316
b0524,6.967741632,7.049379106,6.460573131,6.538099254
b0525,10.33254489,10.15980241,10.33249892,10.3111351
b0526,7.276410267,7.489068269,7.375631234,7.258613896
b0527,2.36833309,1.954149385,1.973463961,1.952549709
b0528,6.474207455,5.982650198,6.56579715,6.820901131
b0529,8.580413338,8.642710049,8.220365789,8.184802576
b0530,1.792035172,1.252079832,1.931265601,1.663676173
b0531,0.31178023,0.44457687,0,0.388347785
b0532,1.150436375,1.396624739,1.380637708,1.59169658
b0533,1.130453759,1.183267131,1.16493572,0.816725683
b0534,0,0,1.665164893,0.871609076
b0535,1.864352943,1.912984731,1.291774298,1.428068872
b0537,5.735497698,5.631152595,5.503608937,5.454486136
b4633,2.812383201,2.130904318,2.482441853,2.656123017
b0539,1.180467164,1.533465318,2.678483943,1.148132613
b0542,2.809347379,2.748796725,3.542548359,3.56597152
b0540,0.639010479,0,0.421741412,1.279226575
b0541,1.23251733,0.899520975,0.865858381,0.318347021
b0543,5.215159799,5.47778758,5.062850175,5.007974899
b4733,0,0,0.747676953,0
b0544,1.21025024,0.863123299,0.678406913,0.506456175
b0545,3.418391063,3.194700515,3.658288451,3.470236037
b0546,4.399968398,4.330486166,4.729530208,4.791337045
b4588,1.399992465,0,1.583670517,0
b0547,0,1.068320931,1.081966306,0.304182122
b0548,0.983787371,1.300214633,0,0
b0549,0.654889689,0,0.765610828,0.795444888
b0550,0,0,0.356836192,0.372788264
b4509,0,0,0.784447815,0
b0551,0.521412538,1.850141132,1.642538355,1.691456182
b0553,10.25873849,10.23275497,8.547383289,8.489955035
b0552,7.680637571,7.67689265,7.257796684,7.035458619
b0554,3.250007296,1.109651641,1.937166969,1.990265305
b0555,2.745643213,2.004832897,2.793226641,2.462937447
b0556,1.490204515,1.058486034,1.866232795,1.729749275
b4510,0,0,0,0
b0557,8.938383789,8.587508759,8.222168219,8.174756067
b0558,0.492375839,0,0.580805321,0
b0559,3.621376592,3.954137143,3.149498718,3.042443591
b4589,1.836720945,2.61601517,1.627372603,2.10208047
b0560,0.385361669,0,0,0.477218509
b4634,0,0.855535722,1.405049852,0
b0561,0.917810406,0,0.784447815,0.650136921
b0562,3.236143402,3.232779965,2.75576261,2.391928084
b0563,0.925093706,1.229402798,1.402150405,1.955012954
b0564,5.392811531,5.248568123,5.081842755,5.351054506
b0565,11.88638877,12.04048282,12.20881183,12.26420256
b0566,2.880181079,2.919277687,2.362900352,2.342947751
b0567,3.2392978,3.23593349,3.901839773,3.888928934
b0568,3.691670126,3.703806777,3.969421381,3.951633434
b0569,2.832968097,2.881703103,2.691941779,2.62411605
b0570,5.889348709,5.982427393,5.178913349,5.219965771
b0571,6.850312997,7.039379419,6.059070935,5.932815376
b0572,8.10012838,8.173901805,6.732641532,6.569016842
b0573,9.147961322,9.244081018,7.642642146,7.567357993
b0574,7.851790382,7.920813425,6.156277645,6.105524042
b0575,6.168597034,6.371215375,4.70470439,4.595943733
b0576,5.710266364,5.741280072,4.814995551,4.902790418
b0577,5.335687897,5.288294271,5.360221172,5.230158111
b0578,8.289380273,8.249221695,8.212476369,8.281372987
b0579,5.287502874,4.913898507,5.377803518,5.693772772
b0580,5.2193821,4.913116655,3.54056072,4.251986116
b0581,5.415572851,5.521259639,5.575875246,5.47639637
b4415,2.425102643,3.637277038,3.057188027,2.559949755
b0582,5.75146837,5.90932956,5.709934837,5.710175446
b0583,3.589467565,3.468453379,8.158646235,8.073363112
b0584,5.602726724,5.888974404,10.94895609,10.92835173
b0585,5.272779484,5.398004877,9.243570075,9.218176818
b4511,4.433694723,4.828314599,9.470435247,9.379724865
b0586,5.443113424,5.494081196,9.611077795,9.597451178
b0587,0.668748957,0.527188697,2.934921707,2.853866643
b0588,5.21966883,5.239607148,7.007905259,7.005552099
b0589,4.274327333,4.258153803,6.155183787,6.140002489
b0590,5.00480657,4.924414573,6.494951747,6.447319504
b0591,4.97585622,5.035143252,6.858651722,6.886287261
b0592,5.636290353,5.594092987,7.587807914,7.605998422
b0593,6.687476302,6.582799438,11.11063828,11.05970499
b0594,6.161194375,6.382664167,10.67014073,10.61996349
b0595,5.88896414,6.00578799,10.28998245,10.29038971
b0596,5.90888642,5.888974404,10.21866493,10.20009168
b0597,5.604362781,6.009766351,10.22257178,10.29124338
b0598,6.553915909,6.844151274,7.031436647,7.115589148
b4512,6.116678421,6.003604705,6.475289683,6.414946362
b0599,5.97774239,5.874008893,6.305685211,6.3468961
b0600,6.122789081,6.136855925,6.471469301,6.653296337
b0601,3.537853825,3.598862931,3.504365111,3.569619101
b0602,2.052812008,2.290432776,2.171171115,2.171962369
b0603,1.602409784,1.804396803,2.273627743,1.851053927
b0604,5.761930807,5.880799853,5.759728675,5.720409414
b0605,12.06650619,12.23803834,12.76442557,12.67808299
b0606,8.127927801,8.08256655,8.560543098,8.488673084
b0607,7.38378316,7.185748298,7.62992255,7.630069446
b0608,3.935702505,3.819811027,4.663078132,4.509008087
b4734,0,0,1.092079949,1.130430266
b0610,7.354944459,7.451584428,7.116865092,6.947154814
b0611,6.893290633,6.936553317,6.938759394,6.901715811
b0612,1.499314872,1.017962887,1.689976569,1.641620875
b0613,0,0.361256128,0.300733242,0.314441801
b0614,0,0.539139089,0.244320219,0.472795226
b0615,0.627854144,0.407414356,0.898254216,0.355324885
b0616,0.243564799,0,0.418116168,0.436417374
b0617,0.644215862,0,0.42543053,0
b0618,0,0,0.253839134,0
b0619,3.521066919,3.849780276,3.764160873,3.749699299
b0620,4.296984919,4.405999546,4.748305703,4.463397095
b0621,1.609058197,0.927735138,1.541440876,1.918402292
b0622,2.528072648,2.448467732,2.266952952,2.209439896
b0623,12.10517118,12.05706969,12.32325497,12.33697658
b0624,5.880265998,5.765793768,5.07159135,4.750698702
b4581,5.036646758,4.669031132,4.760864971,4.692445496
b0627,7.469175515,7.269184187,7.846692947,7.908375507
b0628,7.860368987,7.779949453,7.461520798,7.427808219
b0629,2.226515757,2.302351403,2.455369717,2.456201337
b0630,6.39795184,6.378556494,6.766758414,6.839626336
b0631,7.850937131,7.823249985,8.450401981,8.446474455
b0632,7.986970686,7.9555042,7.874343639,7.857548332
b0633,8.00856385,8.054268477,8.092309994,8.034201554
b0634,6.497803913,6.406345949,6.341292152,6.405306496
b0635,6.085103005,6.159554345,5.954196405,6.03070105
b0636,7.471397915,7.771579932,7.434197037,7.389930974
b0637,7.65695491,7.715721014,7.732908108,7.821265646
b0638,4.598079041,4.984189649,5.042514488,4.941623066
b0639,6.21787859,6.37178539,6.416330976,6.462582848
b0640,6.634166223,6.880401786,6.838087896,6.785462951
b0641,8.261713612,8.445706442,8.351896438,8.265616994
b0642,8.460981816,8.570942393,8.393368849,8.429972314
b0643,7.516185133,7.668695445,7.956414955,7.999082187
b0644,2.302053988,1.723192827,2.149615961,2.098681809
b0645,0,0.436448016,0.364851099,0.682302186
b0646,1.334528498,1.263755017,1.400893793,0.981397852
b0647,1.769676954,1.701894815,2.434264833,1.887484998
b0648,2.024906979,0.436448016,0.781881536,1.239136144
b0649,2.627873597,3.129525043,2.814183423,2.67379752
b0650,2.23319222,1.763355513,1.904260556,2.026629017
b0651,5.523860423,5.829040543,5.231364094,5.113488238
b0652,6.195853994,6.307495915,5.871004833,5.807099198
b0653,5.462537508,5.494869277,5.010690353,5.079934005
b0654,5.425048376,5.477098301,5.081280489,5.185403633
b0655,8.824734361,8.877777798,8.713841351,8.667597281
b0656,7.392436133,7.505897919,7.049962861,6.873972609
b0657,6.168601192,6.309854846,6.361284927,6.339460662
b0658,8.554079123,8.717630869,8.589745321,8.64789182
b0659,7.895987284,7.925391599,7.831608948,7.912328577
b0660,7.965325334,7.894208772,8.349000346,8.389558826
b0661,7.818032781,7.949842028,7.176726728,7.211551749
b0662,6.037427135,5.847330825,6.194552167,6.233942463
b0674,7.104906695,7.193886475,7.394577605,7.291806532
b0675,7.333564216,7.364163369,7.294377764,7.300476779
b0676,6.639791639,6.909520812,7.013748473,6.956066795
b0677,6.5271297,6.577021073,6.699425152,6.6956247
b0678,6.684417518,6.709673039,7.130558297,7.052587413
b0679,5.916912335,5.951649053,6.209132375,6.150459578
b0680,8.710791709,8.723879131,8.652689532,8.577697463
b0681,2.031850974,1.378443124,1.665356351,1.811609333
b0682,2.024138818,1.338994504,2.146194319,2.71464886
b0683,9.835357466,9.952486306,0,0
b4637,8.250824223,8.458343545,6.68458095,7.077852755
b0684,9.140171751,9.103850671,9.201571882,9.246770312
b0685,6.125250962,6.179135853,5.870722467,5.957936081
b0686,6.107770529,5.934472789,6.259868392,6.234434949
b0687,8.498603976,8.854086023,8.798930293,8.558355157
b0688,8.37412991,8.537897031,8.311804664,8.311634305
b0689,3.824932413,3.714436884,3.415737663,3.56209277
b0691,2.20013716,2.48810285,2.469281133,2.306223201
b0692,2.659766268,2.895754595,3.084981037,2.7389665
b0693,0.9915503,1.374265281,1.109735637,1.179825904
b4590,0,0,0,0
b0694,4.42396594,4.765104138,4.963397188,4.52987868
b0695,4.510475726,4.585481066,4.80012211,4.896317487
b0696,3.696232076,3.861109228,3.961369531,4.284837911
b0697,1.819379823,1.974380035,1.780714705,1.852718551
b0698,0.584325207,0.923313564,0.980830631,0.713147189
b4513,1.514771494,0,0,0
b0699,5.99988023,5.624428899,6.281074166,6.734444585
b0700,2.374464851,2.498664492,2.412301599,2.554430132
b0702,1.016137338,1.338994504,1.167377921,1.398661813
b0703,1.736230224,1.361629897,1.887252165,1.627549974
b0704,2.509118554,2.647443144,2.709272981,2.72971441
b4514,1.856947162,1.979117362,0.484873262,0.879285194
b0705,0,0.556821322,0.565188864,0.682302186
b0706,0.286164321,1.570172346,1.049232256,0.767491425
b0707,6.32782564,6.38181123,6.555737337,6.550912007
b0708,4.8831815,5.093265432,4.920689522,5.111249898
b0709,4.33463888,4.6515575,4.420472229,4.621541356
b0710,7.561102948,7.82169173,7.597204586,7.65595488
b0711,7.030921317,7.156002951,7.601274479,7.510316407
b0712,7.00851644,7.38085401,7.676781575,7.649065911
b0713,6.423579807,6.739180653,6.784088689,6.799358156
b0714,5.593435211,5.781409391,5.316207898,5.418140979
b0715,2.754512959,3.189371799,2.599103656,2.635423474
b0716,1.0717132,1.270871945,1.636987517,1.07629486
b0717,1.503146746,1.441196491,1.493897203,1.679106984
b0718,0.863542859,0.778372909,0.414553141,0.478711555
b0719,1.306982321,0.912447877,0.621953773,0.647365047
b0720,11.04693723,11.10278766,10.71764348,10.62826383
b4735,9.433343576,9.368556982,8.864142599,8.92954679
b0721,10.9280829,10.97637698,8.957844557,8.944848407
b0722,9.690560796,9.594144786,7.818909354,7.750678863
b0723,9.890272574,9.887591575,8.013439174,7.950753929
b0724,9.998856454,9.96989224,8.440299305,8.419524285
b0726,9.588617503,9.922292212,8.91906549,8.856322016
b0727,10.16082565,10.24212204,9.524616459,9.488664881
b0728,10.01842426,10.14381099,9.550585112,9.44525958
b0729,9.95134541,9.8742074,9.593109323,9.610046035
b0730,4.761754439,4.636323241,4.582855474,4.709648743
b0731,0.326174542,0.464182805,0.783529308,0.463589826
b0732,3.159252303,3.103745688,3.44114567,3.313190547
b0733,7.765652623,7.887325116,7.857940221,7.86378951
b0734,7.708000089,7.765177334,7.926221668,7.852485705
b4515,6.37716937,5.859063898,6.4243489,6.8046101
b0735,6.101552801,6.179135853,5.985617219,6.398626842
b0736,7.393846967,7.48267785,7.488440456,7.325154223
b0737,7.489909366,7.750763644,7.846462621,7.799512037
b0738,6.33086902,6.602850355,6.68458095,6.775163369
b0739,6.738415088,6.842928047,6.803662363,6.835460141
b0740,9.437489481,9.495734493,9.409575427,9.380353403
b0741,11.5982956,11.58758734,11.2680757,11.255069
b0742,9.236039111,9.281919552,9.202506345,9.199800458
b0750,8.516101189,8.458343545,8.809136047,8.806993458
b0751,7.820140691,7.745768908,7.709106809,7.815834361
b0752,5.132352245,5.038333476,5.307579616,5.369316251
b0753,6.581625367,6.527460621,6.754123592,6.908228122
b0754,10.27204576,10.45782881,9.909276319,9.865542196
b0755,10.29008955,10.32208098,12.10547581,12.07802655
b0756,8.499905653,8.628454677,8.545794741,8.517309646
b0757,6.835395155,6.98414746,7.360967129,7.320341323
b0758,5.858067,6.134981703,6.342826474,6.221169596
b0759,6.240890398,6.423694872,6.591750977,6.599632568
b0760,7.331167937,7.515893812,7.984936599,7.993275465
b0761,5.782172109,5.951034085,5.800643423,5.877472747
b0762,8.966665736,8.522910705,9.243332254,9.22629172
b0763,5.54146593,5.55110235,5.503069527,5.610173726
b0764,4.480347771,4.362760352,4.3566258,4.247450706
b0765,3.646633644,4.07245082,3.545580843,3.987055259
b0766,6.073403786,6.290268722,6.330478846,6.235730605
b0767,7.848312536,8.020435884,8.253892837,8.276399772
b0768,1.365778136,1.631054131,1.957140629,1.697706874
b0769,0,0,0.471909682,0.383976166
b0770,0.432687092,0.431712893,0.512181577,0.376906043
b0771,1.617958127,2.072651276,1.438945961,1.330071877
b0772,7.276384041,7.551604928,7.200953805,7.225229049
b0773,7.354222829,7.451899838,7.92198565,7.988013367
b0774,5.848829169,5.964909886,7.697445648,7.744715779
b0775,7.317468145,7.824049789,8.051458838,8.130563784
b0776,6.130157205,5.975744791,6.844806188,6.974199127
b0777,6.020325989,6.139062611,6.8504221,6.810943105
b0778,6.884150682,6.977932623,7.296917104,7.192141349
b0779,6.569957916,6.662743075,6.974813194,6.93331071
b0780,5.232621221,5.42032235,5.471429238,5.601981961
b0781,7.656658796,7.743006819,9.136980627,9.077527106
b0782,7.921719768,7.983359857,9.895599521,9.893514421
b0783,7.204951799,7.175763929,9.137868999,9.173830208
b0784,5.957978632,5.930422734,8.167626744,8.234628927
b0785,6.922545897,7.042801495,8.693743968,8.796755066
b0786,7.679013439,7.768980026,7.43170708,7.442284917
b0787,2.674752689,2.379509297,2.583347341,3.16106925
b0788,3.870444626,3.787250313,3.72689613,3.904975025
b0789,4.890965058,5.13065211,5.130781138,5.301399801
b0790,5.556819757,5.382009091,5.749615297,5.664578152
b0791,5.395156141,5.132527406,5.742612463,5.517018046
b0792,4.398182613,4.384229246,4.264491869,4.209469088
b0793,4.154313827,4.319623986,4.094144075,4.235620102
b0794,5.167400858,5.134471276,5.063055391,5.067580842
b0795,5.420764944,5.419904732,5.525709791,5.585981495
b0796,5.686549559,5.512960707,5.570937887,5.570092105
b0797,5.405873558,5.502793989,5.118130169,5.127309497
b0798,3.594069435,3.954137143,3.836579005,3.859716254
b0799,4.027779331,4.071574907,4.279585413,4.195043099
b0800,6.765621039,6.943337586,6.972750699,6.850088302
b0801,8.418399751,8.554361473,8.481504242,8.476524155
b0802,6.845668893,6.611577025,7.251989689,7.064654808
b0803,5.583764891,4.863081127,8.352304517,8.329545181
b0804,4.775239243,4.85978977,8.923403388,8.908663
b0805,6.302208974,6.464591891,10.70094647,10.59497744
b0806,5.369932668,5.149685654,5.556215539,5.741213557
b0807,5.807475904,6.113991621,6.169633744,6.296260351
b0808,3.487221688,3.383810093,3.626278283,3.697389043
b0809,8.349202819,8.381316091,7.792944528,7.780050608
b0810,7.668083316,7.954675284,7.766134484,7.826953621
b0811,9.408457144,9.474036746,9.346001612,9.265364269
b0812,11.46849262,11.47172197,10.61726751,10.67445184
b0813,3.806344537,3.85993751,3.530242887,3.652025897
b4736,8.770421222,9.084579191,8.779127605,8.990357437
b0814,11.50250739,11.67952907,11.52112838,11.58015135
b0815,3.79453017,4.122807586,3.914883794,3.852650394
b4705,8.383965426,8.058668157,5.834512925,5.982484514
b0817,7.10284104,7.188153526,6.732615744,6.809262919
b0818,4.3833693,4.774779105,4.134840047,4.085207167
b0819,8.169825718,8.182351544,8.344068671,8.288014472
b0820,7.151287743,7.319539112,7.161362337,7.174405442
b0821,5.757157249,6.009381654,5.505072148,5.543907152
b0822,6.649105232,6.608090284,6.403225941,6.482300059
b0823,2.10373722,1.793777769,1.879511564,1.617113338
b0824,0.245804205,0,0.747676953,0.873788126
b0825,3.259007494,3.622623176,3.1682021,3.417666142
b0826,5.213755259,5.18386164,5.345491426,5.420000147
b0827,5.798154479,5.797961342,5.944246994,5.800334153
b0828,7.937761882,8.217808136,8.745591946,8.712101133
b0829,6.795878221,6.97487115,7.357287971,7.449660677
b0830,6.360100475,6.490199961,6.994931518,7.043147293
b0831,5.448133263,5.447452248,5.851450419,5.965238479
b0832,4.428320446,4.603541299,4.83733314,4.626822533
b0833,4.783791391,4.713421148,4.589156829,4.636678784
b0834,4.570975261,4.616160399,4.277622704,4.322387332
b0835,7.038806835,7.067894706,6.60370348,6.488473686
b0836,5.598550739,5.459049573,6.134119021,6.220798882
b0837,3.998206893,3.711747302,4.053810539,4.434287338
b0838,7.893417649,8.154924617,7.502487391,7.605475246
b0839,6.955654905,6.940571239,7.141805212,7.05273588
b0840,6.988563974,7.146795113,6.918636411,6.858845949
b0841,5.922352395,5.948319684,5.788129903,5.875999874
b0842,4.799405223,4.837317517,4.65568944,4.761740698
b0843,4.680143645,4.817898788,4.06403992,4.436643248
b0844,5.348579432,5.544433835,5.782731624,5.675406338
b0845,4.114101646,4.08146853,4.701739102,4.688635458
b0846,4.077008796,4.295022673,4.06558911,4.373793401
b0847,5.400851781,5.273526615,5.610294212,5.614498605
b0848,3.834722514,4.237662235,3.933797763,3.838766691
b0849,5.650945281,5.085797021,6.482835903,6.572453632
b0850,5.750168857,6.008920684,6.780531462,6.789639051
b0851,6.427808774,6.534090955,7.378547769,7.301701546
b0852,5.499769681,5.48423584,6.082801459,6.195793343
b0853,7.162836807,7.421333782,7.096107832,7.02509226
b0854,7.272954018,7.298342526,7.469057472,7.476055353
b0855,5.704759718,5.855597369,5.778623627,5.812876164
b0856,3.974537919,3.871158611,4.124601153,3.941166104
b0857,4.200825678,3.680968214,4.407904862,4.320285196
b0858,4.876558753,4.962426772,4.44829894,4.622865086
b0859,4.510108818,4.520516397,4.345189207,4.51246857
b0860,9.912016007,9.989380756,10.07368501,10.02382234
b0861,6.454714871,6.257769338,6.034720624,6.189713152
b0862,6.364118035,6.293539068,6.389323794,6.283137681
b0863,8.216476294,8.052376983,8.067815695,8.110241113
b0864,7.550296906,7.623871235,7.592373191,7.542516399
b0865,8.298956661,8.226825178,8.691350617,8.62913211
b0866,6.717380163,6.584221402,6.893569017,6.790177427
b0867,6.372936401,6.424187168,6.415053259,6.398019916
b0868,6.633177415,6.558233591,6.48708792,6.443381221
b0869,5.451487016,5.662156641,5.601409021,5.765630677
