regulator,gene_id,effect
nac,b2326,?
nac,b2327,?
nac,b2328,?
nac,b2329,?
nac,b2330,?
nac,b2332,?
nac,b2380,?
nac,b2381,?
nac,b2382,?
nac,b2392,?
nac,b2393,+
nac,b2405,?
nac,b2419,?
nac,b2420,?
nac,b2449,?
nac,b2482,?
nac,b2484,?
nac,b2486,?
nac,b2487,?
nac,b2489,?
nac,b2491,?
nac,b2492,?
nac,b2504,?
nac,b2535,?
nac,b2568,?
nac,b2569,?
nac,b2597,?
nac,b2600,?
nac,b2601,?
nac,b2618,?
nac,b2619,?
nac,b2659,?
nac,b2660,?
nac,b2661,+
nac,b2662,+
nac,b2663,+
nac,b2702,?
nac,b2703,?
nac,b2704,?
nac,b2705,?
nac,b2706,?
nac,b2707,?
nac,b2708,?
nac,b2771,?
nac,b2777,?
nac,b2787,?
nac,b2788,?
nac,b2789,?
nac,b2795,?
nac,b2838,?
nac,b2839,?
nac,b2843,?
nac,b2871,?
nac,b2882,?
nac,b2883,?
nac,b2900,?
nac,b2903,?
nac,b2904,?
nac,b2905,?
nac,b2913,-
nac,b2923,?
nac,b2925,?
nac,b2926,?
nac,b2927,?
nac,b2928,?
nac,b2929,?
nac,b2930,?
nac,b2933,?
nac,b2957,?
nac,b2965,?
nac,b2970,?
nac,b2975,?
nac,b2976,?
nac,b2977,?
nac,b2979,?
nac,b3020,?
nac,b3030,?
nac,b3031,?
nac,b3032,?
nac,b3033,?
nac,b3034,?
nac,b3043,?
nac,b3075,?
nac,b3113,?
nac,b3114,?
nac,b3115,?
nac,b3116,?
nac,b3117,?
nac,b3118,?
nac,b3142,?
nac,b3151,?
nac,b3156,?
nac,b3157,?
nac,b3158,?
nac,b3159,?
nac,b3172,?
nac,b3175,?
nac,b3176,?
nac,b3177,?
nac,b3180,?
nac,b3185,?
nac,b3186,?
nac,b3187,?
nac,b3212,-
nac,b3213,-
nac,b3214,-
nac,b3221,?
nac,b3222,?
nac,b3223,?
nac,b3224,?
nac,b3225,?
nac,b3243,?
nac,b3249,?
nac,b3250,?
nac,b3251,?
nac,b3324,?
nac,b3325,?
nac,b3326,?
nac,b3327,?
nac,b3328,?
nac,b3332,?
nac,b3333,?
nac,b3335,?
nac,b3336,?
nac,b3337,?
nac,b3403,?
nac,b3404,?
nac,b3405,?
nac,b3470,?
nac,b3494,?
nac,b3512,?
nac,b3513,?
nac,b3514,?
nac,b3522,?
nac,b3523,?
nac,b3540,?
nac,b3541,?
nac,b3542,?
nac,b3543,?
nac,b3544,?
nac,b3552,?
nac,b3619,?
nac,b3620,?
nac,b3621,?
nac,b3622,?
nac,b3623,?
nac,b3624,?
nac,b3625,?
nac,b3626,?
nac,b3627,?
nac,b3628,?
nac,b3629,?
nac,b3630,?
nac,b3631,?
nac,b3632,?
nac,b3648,?
nac,b3649,?
nac,b3650,?
nac,b3651,?
nac,b3652,?
nac,b3686,?
nac,b3687,?
nac,b3688,?
nac,b3700,?
nac,b3701,?
nac,b3702,?
nac,b3703,?
nac,b3704,?
nac,b3710,?
nac,b3712,?
nac,b3713,?
nac,b3714,?
nac,b3715,?
nac,b3741,-
nac,b3742,-
nac,b3743,-
nac,b3744,?
nac,b3766,?
nac,b3775,?
nac,b3778,?
nac,b3784,?
nac,b3785,?
nac,b3786,?
nac,b3787,?
nac,b3788,?
nac,b3789,?
nac,b3790,?
nac,b3791,?
nac,b3792,?
nac,b3793,?
nac,b3794,?
nac,b3820,?
nac,b3821,?
nac,b3828,?
nac,b3829,?
nac,b3858,?
nac,b3859,?
nac,b3860,?
nac,b3876,?
nac,b3877,?
nac,b3916,?
nac,b3954,?
nac,b3956,?
nac,b3995,?
nac,b4000,?
nac,b4020,?
nac,b4039,?
nac,b4040,?
nac,b4056,?
nac,b4057,?
nac,b4060,?
nac,b4077,?
nac,b4078,?
nac,b4141,?
nac,b4168,?
nac,b4169,?
nac,b4170,?
nac,b4171,?
nac,b4172,?
nac,b4173,?
nac,b4174,?
nac,b4175,?
nac,b4207,?
nac,b4213,?
nac,b4214,?
nac,b4219,?
nac,b4220,?
nac,b4221,?
nac,b4222,?
nac,b4244,?
nac,b4245,?
nac,b4246,?
nac,b4256,?
nac,b4367,?
nac,b4375,?
nac,b4386,?
nac,b4387,?
nac,b4411,?
nac,b4460,?
nac,b4464,?
nac,b4465,?
nac,b4467,?
nac,b4468,?
nac,b4471,?
nac,b4481,?
nac,b4567,?
nac,b4705,?
nadR,b0750,-
nadR,b0751,-
nadR,b0931,-
nadR,b2574,-
nagC,b0675,-
nagC,b0676,-
nagC,b0677,-
nagC,b0678,-
nagC,b0679,-
nagC,b0681,-
nagC,b0682,-
nagC,b1061,-
nagC,b1497,-
nagC,b1498,-
nagC,b1501,-
nagC,b1733,-
nagC,b1734,-
nagC,b1735,-
nagC,b1736,-
nagC,b1737,-
nagC,b1738,-
nagC,b1817,-
nagC,b1818,-
nagC,b1819,-
nagC,b2415,-
nagC,b2416,-
nagC,b2417,-
nagC,b2943,-
nagC,b3408,?
nagC,b3409,?
nagC,b3410,?
nagC,b3729,+-
nagC,b3730,+-
nagC,b4309,-
nagC,b4310,-
nagC,b4311,-
nagC,b4312,+
nagC,b4397,-
nagC,b4398,-
nagC,b4399,-
nagC,b4400,-
nanR,b3221,-
nanR,b3222,-
nanR,b3223,-
nanR,b3224,-
nanR,b3225,-
nanR,b4279,-
nanR,b4280,-
nanR,b4309,-
nanR,b4310,-
nanR,b4311,-
nanR,b4312,+
narL,b0034,-
narL,b0615,-
narL,b0618,-
narL,b0619,-
narL,b0620,-
narL,b0826,+
narL,b0827,+
narL,b0871,+
narL,b0872,+
narL,b0873,+
narL,b0886,+
narL,b0887,+
narL,b0894,-
narL,b0895,-
narL,b0896,-
narL,b0903,-
narL,b0904,-
narL,b0972,-
narL,b0973,-
narL,b0974,-
narL,b0975,-
narL,b0976,-
narL,b0977,-
narL,b0996,-
narL,b0997,-
narL,b0998,-
narL,b1223,+
narL,b1224,+
narL,b1225,+
narL,b1226,+
narL,b1227,+
narL,b1241,-
narL,b1256,-
narL,b1335,+
narL,b1474,+
narL,b1475,+
narL,b1476,+
narL,b1501,+
narL,b1587,-
narL,b1588,-
narL,b1589,-
narL,b1590,-
narL,b1591,-
narL,b1669,-
narL,b1670,-
narL,b1671,-
narL,b1672,-
narL,b1673,-
narL,b1674,-
narL,b1796,+
narL,b1797,+
narL,b2194,-
narL,b2195,-
narL,b2196,-
narL,b2197,-
narL,b2199,-
narL,b2200,-
narL,b2201,-
narL,b2202,-
narL,b2203,-
narL,b2204,-
narL,b2205,-
narL,b2206,-
narL,b2207,-
narL,b2208,-
narL,b2276,+
narL,b2277,+
narL,b2278,+
narL,b2279,+
narL,b2280,+
narL,b2281,+
narL,b2282,+
narL,b2283,+
narL,b2284,+
narL,b2285,+
narL,b2286,+
narL,b2287,+
narL,b2288,+
narL,b2710,-
narL,b2711,-
narL,b2990,-
narL,b2991,-
narL,b2992,-
narL,b2993,-
narL,b2994,-
narL,b2995,-
narL,b2996,-
narL,b2997,-
narL,b3365,+
narL,b3366,+
narL,b3367,+
narL,b3368,+
narL,b3476,-
narL,b3477,-
narL,b3478,-
narL,b3479,-
narL,b3480,-
narL,b3481,-
narL,b4039,-
narL,b4040,-
narL,b4070,+-
narL,b4071,+-
narL,b4072,+-
narL,b4073,+-
narL,b4074,+-
narL,b4076,+-
narL,b4079,-
narL,b4122,-
narL,b4123,-
narL,b4124,-
narL,b4125,-
narL,b4138,-
narL,b4139,-
narL,b4151,-
narL,b4152,-
narL,b4153,-
narL,b4154,-
narL,b4209,+
narP,b0871,+
narP,b0872,+
narP,b0873,+
narP,b0972,-
narP,b0973,-
narP,b0974,-
narP,b0975,-
narP,b0976,-
narP,b0977,-
narP,b1474,-
narP,b1475,-
narP,b1476,-
narP,b1501,-
narP,b1669,-
narP,b1670,-
narP,b1671,-
narP,b1672,-
narP,b1673,-
narP,b1674,-
narP,b1796,+
narP,b1797,+
narP,b2194,+-
narP,b2195,+-
narP,b2196,+-
narP,b2197,+-
narP,b2199,+-
narP,b2200,+-
narP,b2201,+-
narP,b2202,+-
narP,b2203,+-
narP,b2204,+-
narP,b2205,+-
narP,b2206,+-
narP,b2207,+-
narP,b2208,+-
narP,b2710,-
narP,b2711,-
narP,b3365,+
narP,b3366,+
narP,b3367,+
narP,b3368,+
narP,b4070,+
narP,b4071,+
narP,b4072,+
narP,b4073,+
narP,b4074,+
narP,b4076,+
narP,b4079,+
narP,b4209,+
nemR,b1649,-
nemR,b1650,-
nemR,b1651,-
nhaR,b0019,+
nhaR,b0020,+
nhaR,b1021,+
nhaR,b1022,+
nhaR,b1023,+
nhaR,b1024,+
nhaR,b1482,+
nikR,b3476,-
nikR,b3477,-
nikR,b3478,-
nikR,b3479,-
nikR,b3480,-
nikR,b3481,-
nimR,b1790,-
nimR,b1791,-
norR,b2709,-
norR,b2710,+
norR,b2711,+
nrdR,b2234,-
nrdR,b2235,-
nrdR,b2236,-
nrdR,b2673,-
nrdR,b2674,-
nrdR,b2675,-
nrdR,b2676,-
nrdR,b4237,-
nrdR,b4238,-
nsrR,b0114,-
nsrR,b0115,-
nsrR,b0207,-
nsrR,b0353,-
nsrR,b0871,-
nsrR,b0872,-
nsrR,b0873,-
nsrR,b0889,-
nsrR,b1109,-
nsrR,b1384,-
nsrR,b1385,-
nsrR,b1407,-
nsrR,b1429,-
nsrR,b1430,-
nsrR,b1654,-
nsrR,b1655,-
nsrR,b1656,-
nsrR,b1679,-
nsrR,b1680,-
nsrR,b1681,-
nsrR,b1682,-
nsrR,b1683,-
nsrR,b1684,-
nsrR,b1712,-
nsrR,b1713,-
nsrR,b1714,-
nsrR,b1716,-
nsrR,b1717,-
nsrR,b1718,-
nsrR,b1719,-
nsrR,b1781,-
nsrR,b1796,-
nsrR,b1797,-
nsrR,b1920,-
nsrR,b1921,-
nsrR,b1922,-
nsrR,b2143,-
nsrR,b2364,-
nsrR,b2552,-
nsrR,b2559,-
nsrR,b2560,-
nsrR,b2617,-
nsrR,b2709,-
nsrR,b2717,-
nsrR,b2718,-
nsrR,b2719,-
nsrR,b2720,-
nsrR,b2721,-
nsrR,b2722,-
nsrR,b2723,-
nsrR,b2724,-
nsrR,b2725,-
nsrR,b2726,-
nsrR,b2727,-
nsrR,b2728,-
nsrR,b2729,-
nsrR,b2730,-
nsrR,b2731,-
nsrR,b2732,-
nsrR,b3364,-
nsrR,b3615,-
nsrR,b3784,-
nsrR,b3785,-
nsrR,b3786,-
nsrR,b3787,-
nsrR,b3788,-
nsrR,b3789,-
nsrR,b3790,-
nsrR,b3791,-
nsrR,b3792,-
nsrR,b3793,-
nsrR,b3794,-
nsrR,b4070,-
nsrR,b4071,-
nsrR,b4072,-
nsrR,b4073,-
nsrR,b4074,-
nsrR,b4076,-
nsrR,b4209,-
nsrR,b4249,-
nsrR,b4481,-
ntrC,b0450,+
ntrC,b0451,+
ntrC,b0656,?
ntrC,b0809,+-
ntrC,b0810,+-
ntrC,b0811,+-
ntrC,b0854,+
ntrC,b0855,+
ntrC,b0856,+
ntrC,b0857,+
ntrC,b1006,+
ntrC,b1007,+
ntrC,b1008,+
ntrC,b1009,+
ntrC,b1010,+
ntrC,b1011,+
ntrC,b1012,+
ntrC,b1483,+
ntrC,b1484,+
ntrC,b1485,+
ntrC,b1486,+
ntrC,b1487,+
ntrC,b1488,+
ntrC,b1521,?
ntrC,b1744,+
ntrC,b1745,+
ntrC,b1746,+
ntrC,b1747,+
ntrC,b1748,+
ntrC,b1749,?
ntrC,b1781,?
ntrC,b1782,?
ntrC,b1783,+
ntrC,b1784,+
ntrC,b1987,+
ntrC,b1988,+
ntrC,b2306,+
ntrC,b2307,+
ntrC,b2308,+
ntrC,b2309,+
ntrC,b2310,+
ntrC,b2570,+
ntrC,b2571,+
ntrC,b2572,+
ntrC,b2573,+
ntrC,b2784,+
ntrC,b3073,+
ntrC,b3269,+
ntrC,b3270,+
ntrC,b3271,+
ntrC,b3868,+-
ntrC,b3869,+-
ntrC,b3870,+-
ntrC,b4050,?
ompR,b0435,-
ompR,b0929,+-
ompR,b1021,-
ompR,b1022,-
ompR,b1023,-
ompR,b1024,-
ompR,b1037,+
ompR,b1038,+
ompR,b1039,+
ompR,b1040,+
ompR,b1480,-
ompR,b1634,+
ompR,b1891,-
ompR,b1892,-
ompR,b2215,+
ompR,b2344,-
ompR,b4411,-
oxyR,b0104,-
oxyR,b0475,+
oxyR,b0604,+-
oxyR,b0605,+
oxyR,b0606,+
oxyR,b0683,+-
oxyR,b0812,+
oxyR,b0848,-
oxyR,b0849,+
oxyR,b0850,-
oxyR,b0851,-
oxyR,b0852,-
oxyR,b0853,-
oxyR,b0871,+
oxyR,b0872,+
oxyR,b0873,+
oxyR,b0881,+-
oxyR,b1203,-
oxyR,b1679,+
oxyR,b1680,+
oxyR,b1681,+
oxyR,b1682,+
oxyR,b1683,+
oxyR,b1684,+
oxyR,b1856,+
oxyR,b1857,+
oxyR,b1858,+
oxyR,b1859,+
oxyR,b1973,+
oxyR,b2000,-
oxyR,b2392,+
oxyR,b2582,+
oxyR,b3500,+
oxyR,b3518,+-
oxyR,b3520,+-
oxyR,b3828,+
oxyR,b3829,+
oxyR,b3908,+-
oxyR,b3942,+
oxyR,b3961,+-
oxyR,b4062,+-
oxyR,b4063,+-
oxyR,b4321,-
oxyR,b4322,-
oxyR,b4323,-
oxyR,b4367,+-
oxyR,b4567,+
paaX,b1387,-
paaX,b1388,-
paaX,b1389,-
paaX,b1390,-
paaX,b1391,-
paaX,b1392,-
paaX,b1393,-
paaX,b1394,-
paaX,b1395,-
paaX,b1397,-
paaX,b1398,-
paaX,b1399,-
paaX,b1400,-
pdeL,b0315,+
pdhR,b0081,-
pdhR,b0082,-
pdhR,b0083,-
pdhR,b0084,-
pdhR,b0085,-
pdhR,b0086,-
pdhR,b0087,-
pdhR,b0088,-
pdhR,b0089,-
pdhR,b0090,-
pdhR,b0091,-
pdhR,b0092,-
pdhR,b0093,-
pdhR,b0094,-
pdhR,b0095,-
pdhR,b0096,-
pdhR,b0113,-
pdhR,b0114,-
pdhR,b0115,-
pdhR,b0116,-
pdhR,b0154,-
pdhR,b0428,-
pdhR,b0429,-
pdhR,b0430,-
pdhR,b0431,-
pdhR,b0432,-
pdhR,b0460,-
pdhR,b0461,-
pdhR,b1109,-
pdhR,b2579,-
pdhR,b2975,-
pdhR,b2976,-
pdhR,b2977,-
pdhR,b2979,-
pdhR,b4287,+
pdhR,b4288,+
pdhR,b4289,+
pdhR,b4290,+
pdhR,b4291,+
pdhR,b4467,-
pdhR,b4468,-
pepA,b0032,-
pepA,b0033,-
pepA,b4260,-
pgrR,b1321,-
pgrR,b1322,-
pgrR,b1323,-
pgrR,b1325,-
pgrR,b1326,-
pgrR,b1327,-
phe-tRNA,b1713,-
phe-tRNA,b1714,-
phoB,b0080,-
phoB,b0241,+
phoB,b0330,-
phoB,b0383,+
phoB,b0384,+
phoB,b0397,-
phoB,b0398,-
phoB,b0399,+
phoB,b0400,+
phoB,b0570,+
phoB,b0571,+
phoB,b0572,+
phoB,b0573,+
phoB,b0574,+
phoB,b0575,+
phoB,b0929,+
phoB,b1020,+
phoB,b1129,+
phoB,b1384,-
phoB,b1540,+
phoB,b1597,+
phoB,b1782,+
phoB,b1850,-
phoB,b1970,+
phoB,b1982,+
phoB,b2063,+
phoB,b2465,+
phoB,b2916,+
phoB,b2987,-
phoB,b3449,+-
phoB,b3450,+-
phoB,b3451,+-
phoB,b3452,+-
phoB,b3453,+-
phoB,b3515,+
phoB,b3516,+
phoB,b3521,+
phoB,b3615,+
phoB,b3724,+
phoB,b3725,+
phoB,b3726,+
phoB,b3727,+
phoB,b3728,+
phoB,b4030,+
phoB,b4092,+
phoB,b4093,+
phoB,b4094,+
phoB,b4095,+
phoB,b4096,+
phoB,b4098,+
phoB,b4099,+
phoB,b4102,+
phoB,b4106,+
phoB,b4115,+
phoB,b4217,+
phoP,b0154,+
phoP,b0462,-
phoP,b0463,-
phoP,b0557,+
phoP,b0565,+
phoP,b0622,+
phoP,b0677,+
phoP,b0841,+
phoP,b1006,+
phoP,b1007,+
phoP,b1008,+
phoP,b1009,+
phoP,b1010,+
phoP,b1011,+
phoP,b1012,+
phoP,b1129,+-
phoP,b1130,+-
phoP,b1275,+
phoP,b1499,-
phoP,b1501,-
phoP,b1608,+
phoP,b1609,+
phoP,b1641,+-
phoP,b1826,+
phoP,b2344,+
phoP,b3035,+
phoP,b3037,+
phoP,b3038,+
phoP,b3207,+
phoP,b3227,-
phoP,b3359,-
phoP,b3428,+
phoP,b3429,+
phoP,b3430,+
phoP,b3431,+
phoP,b3432,+
phoP,b3508,+
phoP,b3509,+
phoP,b3510,+
phoP,b3511,+
phoP,b3512,+
phoP,b3515,+
phoP,b3571,+
phoP,b3939,+
phoP,b3940,+
phoP,b4005,+
phoP,b4006,+
phoP,b4241,-
phoP,b4242,+
prpR,b0330,-
prpR,b0331,+
prpR,b0333,+
prpR,b0334,+
prpR,b0335,+
pspF,b1303,-
pspF,b1304,+
pspF,b1305,+
pspF,b1306,+
pspF,b1308,+
pspF,b4050,+
purR,b0032,+-
purR,b0033,+-
purR,b0336,+-
purR,b0337,+-
purR,b0522,+-
purR,b0523,+-
purR,b0945,+-
purR,b1062,-
purR,b1131,+-
purR,b1132,-
purR,b1207,-
purR,b1658,-
purR,b1849,-
purR,b2311,-
purR,b2312,+-
purR,b2313,+-
purR,b2476,+-
purR,b2499,+-
purR,b2500,+-
purR,b2507,-
purR,b2508,+-
purR,b2551,-
purR,b2553,-
purR,b2557,+-
purR,b2903,-
purR,b2904,-
purR,b2905,-
purR,b2937,-
purR,b2938,-
purR,b3654,+-
purR,b4005,-
purR,b4006,-
purR,b4177,-
purR,b4244,+-
purR,b4245,+-
purR,b4246,+-
putA,b1014,-
putA,b1015,-
puuR,b1296,-
puuR,b1297,-
puuR,b1298,-
puuR,b1299,-
puuR,b1300,-
puuR,b1301,-
puuR,b1302,-
qseB,b1384,+-
qseB,b1891,+
qseB,b1892,+
qseB,b3025,+
qseB,b3026,+
rbsR,b1623,+
rbsR,b3748,-
rbsR,b3749,-
rbsR,b3750,-
rbsR,b3751,-
rbsR,b3752,-
rbsR,b3753,-
rbsR,b4005,-
rbsR,b4006,-
rcdA,b0277,-
rcdA,b0958,-
rcdA,b1037,+
rcdA,b1038,+
rcdA,b1039,+
rcdA,b1040,+
rcdA,b1163,+
rcdA,b1536,+
rcdA,b1597,+
rclR,b0304,+
rcnR,b2105,-
rcnR,b2106,-
rcnR,b2107,-
rcsA;rcsB,b1037,-
rcsA;rcsB,b1038,-
rcsA;rcsB,b1039,-
rcsA;rcsB,b1040,-
rcsA;rcsB,b1891,-
rcsA;rcsB,b1892,-
rcsA;rcsB,b1951,+
rcsA;rcsB,b2058,+
rcsA;rcsB,b2059,+
rcsA;rcsB,b2060,+
rcsA;rcsB,b2061,+
rcsA;rcsB,b2062,+
rcsA;rcsB,b4026,+
rcsA;rcsB,b4027,+
rcsA;rcsB,b4028,+
rcsA;rcsB,b4029,+
rcsB,b0094,+
rcsB,b0095,+
rcsB,b0891,+
rcsB,b0892,+
rcsB,b1283,+
rcsB,b1480,+
rcsB,b1481,+
rcsB,b1482,+
rcsB,b1492,+
rcsB,b1493,+
rcsB,b1499,+
rcsB,b1501,+
rcsB,b2570,+
rcsB,b2571,+
rcsB,b2572,+
rcsB,b2573,+
rcsB,b3508,+
rcsB,b3509,+
rcsB,b3510,+
rcsB,b3511,+
rcsB,b3516,-
rcsB,b3517,-
rcsB;bglJ,b0076,+
rcsB;bglJ,b0392,+
rcsB;bglJ,b1410,+
rcsB;bglJ,b1411,+
rcsB;bglJ,b1762,+
rcsB;bglJ,b1877,+
rcsB;bglJ,b3013,+
rcsB;bglJ,b3188,+
rcsB;bglJ,b3680,+
rcsB;bglJ,b3721,+
rcsB;bglJ,b3722,+
rcsB;bglJ,b3723,+
relB,b1562,-
relB,b1563,-
relB,b1564,-
relB;relE,b1562,-
relB;relE,b1563,-
relB;relE,b1564,-
rhaR,b3905,+
rhaR,b3906,+
rhaS,b3902,+
rhaS,b3903,+
rhaS,b3904,+
rhaS,b3905,+
rhaS,b3906,+
rhaS,b3907,+
rob,b0462,+
rob,b0463,+
rob,b0578,+
rob,b0762,+
rob,b0819,+
rob,b0850,+
rob,b0851,+
rob,b0852,+
rob,b0853,+
rob,b1276,+
rob,b1415,+
rob,b1530,+
rob,b1531,+
rob,b1611,+
rob,b1852,+
rob,b2159,+
rob,b2237,+
rob,b2558,+
rob,b3035,+
rob,b3037,+
rob,b3038,+
rob,b3800,+
rob,b3908,+
rob,b4396,-
rpoD,b0002,+
rpoD,b0003,+
rpoD,b0004,+
rpoD,b0019,+
rpoD,b0020,+
rpoD,b0025,+
rpoD,b0026,+
rpoD,b0027,+
rpoD,b0028,+
rpoD,b0029,+
rpoD,b0031,+
rpoD,b0032,+
rpoD,b0033,+
rpoD,b0034,+
rpoD,b0036,+
rpoD,b0037,+
rpoD,b0038,+
rpoD,b0039,+
rpoD,b0040,+
rpoD,b0041,+
rpoD,b0042,+
rpoD,b0043,+
rpoD,b0048,+
rpoD,b0054,+
rpoD,b0058,+
rpoD,b0059,+
rpoD,b0060,+
rpoD,b0061,+
rpoD,b0062,+
rpoD,b0063,+
rpoD,b0064,+
rpoD,b0066,+
rpoD,b0067,+
rpoD,b0068,+
rpoD,b0069,+
rpoD,b0070,+
rpoD,b0071,+
rpoD,b0072,+
rpoD,b0073,+
rpoD,b0074,+
rpoD,b0076,+
rpoD,b0077,+
rpoD,b0078,+
rpoD,b0081,+
rpoD,b0082,+
rpoD,b0083,+
rpoD,b0084,+
rpoD,b0085,+
rpoD,b0086,+
rpoD,b0087,+
rpoD,b0088,+
rpoD,b0089,+
rpoD,b0090,+
rpoD,b0091,+
rpoD,b0092,+
rpoD,b0093,+
rpoD,b0094,+
rpoD,b0095,+
rpoD,b0096,+
rpoD,b0106,+
rpoD,b0107,+
rpoD,b0112,+
rpoD,b0113,+
rpoD,b0114,+
rpoD,b0115,+
rpoD,b0116,+
rpoD,b0118,+
rpoD,b0120,+
rpoD,b0121,+
rpoD,b0122,+
rpoD,b0124,+
rpoD,b0125,+
rpoD,b0126,+
rpoD,b0131,+
rpoD,b0133,+
rpoD,b0134,+
rpoD,b0139,+
rpoD,b0142,+
rpoD,b0143,+
rpoD,b0144,+
rpoD,b0145,+
rpoD,b0146,+
rpoD,b0150,+
rpoD,b0151,+
rpoD,b0152,+
rpoD,b0153,+
rpoD,b0157,+
rpoD,b0158,+
rpoD,b0159,+
rpoD,b0166,+
rpoD,b0169,+
rpoD,b0170,+
rpoD,b0171,+
rpoD,b0172,+
rpoD,b0185,+
rpoD,b0194,+
rpoD,b0197,+
rpoD,b0198,+
rpoD,b0199,+
rpoD,b0225,+
rpoD,b0226,+
rpoD,b0231,+
rpoD,b0232,+
rpoD,b0233,+
rpoD,b0234,+
rpoD,b0237,+
rpoD,b0238,+
rpoD,b0239,+
rpoD,b0240_2,+
rpoD,b0241,+
rpoD,b0273,+
rpoD,b0277,+
rpoD,b0293,+
rpoD,b0296,+
rpoD,b0311,+
rpoD,b0312,+
rpoD,b0313,+
rpoD,b0314,+
rpoD,b0315,+
rpoD,b0330,+
rpoD,b0336,+
rpoD,b0337,+
rpoD,b0338,+
rpoD,b0339,+
rpoD,b0340,+
rpoD,b0341,+
rpoD,b0342,+
rpoD,b0343,+
rpoD,b0344,+
rpoD,b0345,+
rpoD,b0346,+
rpoD,b0347,+
rpoD,b0348,+
rpoD,b0349,+
rpoD,b0350,+
rpoD,b0351,+
rpoD,b0352,+
rpoD,b0369,+
rpoD,b0382,+
rpoD,b0383,+
rpoD,b0384,+
rpoD,b0388,+
rpoD,b0389,+
rpoD,b0390,+
rpoD,b0396,+
rpoD,b0397,+
rpoD,b0398,+
rpoD,b0399,+
rpoD,b0400,+
rpoD,b0411,+
rpoD,b0413,+
rpoD,b0414,+
rpoD,b0415,+
rpoD,b0416,+
rpoD,b0417,+
rpoD,b0418,+
rpoD,b0419,+
rpoD,b0420,+
rpoD,b0421,+
rpoD,b0422,+
rpoD,b0428,+
rpoD,b0429,+
rpoD,b0430,+
rpoD,b0431,+
rpoD,b0432,+
rpoD,b0433,+
rpoD,b0434,+
rpoD,b0435,+
rpoD,b0437,+
rpoD,b0438,+
rpoD,b0439,+
rpoD,b0440,+
rpoD,b0441,+
rpoD,b0447,+
rpoD,b0460,+
rpoD,b0461,+
rpoD,b0462,+
rpoD,b0463,+
rpoD,b0464,+
rpoD,b0469,+
rpoD,b0475,+
rpoD,b0484,+
rpoD,b0507,+
rpoD,b0508,+
rpoD,b0509,+
rpoD,b0511,+
rpoD,b0512,+
rpoD,b0513,+
rpoD,b0514,+
rpoD,b0515,+
rpoD,b0516,+
rpoD,b0517,+
rpoD,b0522,+
rpoD,b0523,+
rpoD,b0564,+
rpoD,b0570,+
rpoD,b0571,+
rpoD,b0572,+
rpoD,b0573,+
rpoD,b0574,+
rpoD,b0575,+
rpoD,b0576,+
rpoD,b0578,+
rpoD,b0583,+
rpoD,b0584,+
rpoD,b0585,+
rpoD,b0586,+
rpoD,b0587,+
rpoD,b0588,+
rpoD,b0589,+
rpoD,b0590,+
rpoD,b0591,+
rpoD,b0592,+
rpoD,b0593,+
rpoD,b0594,+
rpoD,b0595,+
rpoD,b0596,+
rpoD,b0597,+
rpoD,b0598,+
rpoD,b0602,+
rpoD,b0605,+
rpoD,b0606,+
rpoD,b0623,+
rpoD,b0630,+
rpoD,b0631,+
rpoD,b0652,+
rpoD,b0653,+
rpoD,b0654,+
rpoD,b0655,+
rpoD,b0675,+
rpoD,b0676,+
rpoD,b0677,+
rpoD,b0678,+
rpoD,b0679,+
rpoD,b0680,+
rpoD,b0683,+
rpoD,b0696,+
rpoD,b0697,+
rpoD,b0698,+
rpoD,b0720,+
rpoD,b0721,+
rpoD,b0722,+
rpoD,b0723,+
rpoD,b0724,+
rpoD,b0726,+
rpoD,b0727,+
rpoD,b0728,+
rpoD,b0729,+
rpoD,b0730,+
rpoD,b0733,+
rpoD,b0734,+
rpoD,b0754,+
rpoD,b0755,+
rpoD,b0756,+
rpoD,b0757,+
rpoD,b0758,+
rpoD,b0759,+
rpoD,b0762,+
rpoD,b0763,+
rpoD,b0764,+
rpoD,b0765,+
rpoD,b0774,+
rpoD,b0775,+
rpoD,b0776,+
rpoD,b0777,+
rpoD,b0778,+
rpoD,b0779,+
rpoD,b0786,+
rpoD,b0792,+
rpoD,b0793,+
rpoD,b0794,+
rpoD,b0795,+
rpoD,b0796,+
rpoD,b0799,+
rpoD,b0800,+
rpoD,b0805,+
rpoD,b0806,+
rpoD,b0809,+
rpoD,b0812,+
rpoD,b0814,+
rpoD,b0826,+
rpoD,b0827,+
rpoD,b0839,+
rpoD,b0850,+
rpoD,b0851,+
rpoD,b0852,+
rpoD,b0853,+
rpoD,b0860,+
rpoD,b0861,+
rpoD,b0862,+
rpoD,b0863,+
rpoD,b0864,+
rpoD,b0871,+
rpoD,b0874,+
rpoD,b0880,+
rpoD,b0882,+
rpoD,b0884,+
rpoD,b0886,+
rpoD,b0887,+
rpoD,b0889,+
rpoD,b0890,+
rpoD,b0891,+
rpoD,b0892,+
rpoD,b0894,+
rpoD,b0895,+
rpoD,b0896,+
rpoD,b0902,+
rpoD,b0903,+
rpoD,b0904,+
rpoD,b0907,+
rpoD,b0908,+
rpoD,b0910,+
rpoD,b0911,+
rpoD,b0912,+
rpoD,b0917,+
rpoD,b0918,+
rpoD,b0921,+
rpoD,b0922,+
rpoD,b0923,+
rpoD,b0924,+
rpoD,b0929,+
rpoD,b0931,+
rpoD,b0933,+
